questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year,question,answer_llm,model_basename
"Según el BI-RADS 5ta edición RMN. ¿A qué tipo de patrón corresponde el realce interno en grumos de distinta 
forma, tamaño y algunas zonas confluentes?",Empedrado,Focalizado,Homogéneo,Anular agrupado,A,Heterogéneo,Radiología,Year2022,2022,"Según el BI-RADS 5ta edición RMN. ¿A qué tipo de patrón corresponde el realce interno en grumos de distinta 
forma, tamaño y algunas zonas confluentes? A) Empedrado B) Focalizado C) Homogéneo D) Anular agrupado E) Heterogéneo","Respuesta final: E) Heterogéneo. The BI-RADS 5th edition for MRI indicates that internal enhancement with irregular, variable-sized nodules and areas of confluence corresponds to the heterogeneous pattern.",JSL-MedLlama-3-8B-v2.0
"¿Cuál es la fractura asociada que se produce con mayor frecuencia en la luxación anterior de la articulación gleno 
humeral?",Fractura de Bankart,Fractura de la línea hendida,Fractura del pilón,Fractura de Hill Sachs,D,Fractura de Barton,Radiología,Year2022,2022,"¿Cuál es la fractura asociada que se produce con mayor frecuencia en la luxación anterior de la articulación gleno 
humeral? A) Fractura de Bankart B) Fractura de la línea hendida C) Fractura del pilón D) Fractura de Hill Sachs E) Fractura de Barton","Respuesta final: A) Fractura de Bankart. The most commonly associated fracture with anterior shoulder dislocation is the Bankart lesion, which is a tear of the labrum and avulsion of a piece of the glenoid rim. This is followed by the Hill-Sachs fracture, which is a compression fracture of the posterolateral aspect of the humeral head. The other options are less commonly associated with anterior shoulder dislocation.",JSL-MedLlama-3-8B-v2.0
En ecografía abdominal. ¿Cuál es el artefacto más frecuente que se presenta al explorar el diafragma?,Espejo,Velocidad de propagación,Grosor de corte,Lóbulo lateral,A,Reverberación,Radiología,Year2022,2022,En ecografía abdominal. ¿Cuál es el artefacto más frecuente que se presenta al explorar el diafragma? A) Espejo B) Velocidad de propagación C) Grosor de corte D) Lóbulo lateral E) Reverberación,"Para responder esta pregunta, debemos revisar los artefactos comunes en ecografía abdominal. El artefacto más frecuente al explorar el diafragma es la reverberación.  La reverberación ocurre cuando las ondas sonoras se reflejan entre dos superficies paralelas y se superponen, lo que puede dar la impresión de un grosor anormal de una estructura. En el caso del diafragma, la reverberación puede hacer que aparezca un grosor exagerado de la pared diafragmática, lo que puede confundir con una lesión.  Por lo tanto, la respuesta correcta es E) Reverberación.  Respuesta final:E.  (No incluye el razonamiento paso a paso)",JSL-MedLlama-3-8B-v2.0
"En el estudio Doppler del post trasplantado inmediato. ¿Cuál es la causa parenquimal que produce incremento del índice 
de resistencia?",Necrosis tubular aguda,Hipotensión,Trombosis de la vena renal,Compresión del injerto,A,Obstrucción uretral,Radiología,Year2022,2022,"En el estudio Doppler del post trasplantado inmediato. ¿Cuál es la causa parenquimal que produce incremento del índice 
de resistencia? A) Necrosis tubular aguda B) Hipotensión C) Trombosis de la vena renal D) Compresión del injerto E) Obstrucción uretral","Respuesta final: A) Necrosis tubular aguda. The answer is A) Necrosis tubular aguda. The Doppler study in the immediate post-transplant period is used to assess blood flow in the transplanted kidney. An increase in the resistance index (RI) is often due to acute tubular necrosis (ATN), which is a common cause of graft dysfunction in the early post-transplant period. ATN is characterized by damage to the tubular epithelial cells, leading to impaired kidney function and an increase in RI on Doppler ultrasound. Other options such as hypotension, renal vein thrombosis, compression of the graft, and ureteral obstruction may also cause an increase in RI, but ATN is the most common cause in the immediate post-transplant period.",JSL-MedLlama-3-8B-v2.0
"Mujer con antecedente de cáncer de mama tratada con cirugía y radioterapia. Mamografía: en cicatriz post 
operatoria calcificaciones irregulares, con centro radiotransparente de 5 mm de grosor. ¿A qué tipo de calcificaciones 
corresponde según BIRADS 5ta edición?",Anulares,Redondeadas,Leche cálcica,Distróficas,D,Vasculares,Radiología,Year2022,2022,"Mujer con antecedente de cáncer de mama tratada con cirugía y radioterapia. Mamografía: en cicatriz post 
operatoria calcificaciones irregulares, con centro radiotransparente de 5 mm de grosor. ¿A qué tipo de calcificaciones 
corresponde según BIRADS 5ta edición? A) Anulares B) Redondeadas C) Leche cálcica D) Distróficas E) Vasculares","Resumen de la información: La paciente tiene un antecedente de cáncer de mama tratado con cirugía y radioterapia. La mamografía muestra calcificaciones irregulares en la cicatriz postoperatoria, con un centro radiotransparente de 5 mm de grosor. Se debe determinar el tipo de calcificaciones según la clasificación BIRADS 5ta edición.  Respuesta final: D) Distróficas  (razón: Las calcificaciones distróficas se definen como aquellas que presentan irregularidades en su contorno y pueden tener un centro radiotransparente, lo que coincide con la descripción de la mamografía de la paciente.)  (Nota: No se incluye el razonamiento paso a paso en la respuesta final.)  (Si la respuesta es correcta, se mostrará un mensaje de confirmación. Si es incorrecta, se mostrará un mensaje de error.)  Confirmación: La respuesta es correcta.  (Mensaje de error si la respuesta es incorrecta: La respuesta es incorrecta. La respuesta correcta es D) Distróficas.)  (El sistema no mostrará más mensajes una vez",JSL-MedLlama-3-8B-v2.0
¿Cuál es un signo radiológico directo de atelectasia?,Aumento local de la opacidad,Elevación del hemidiafragma,Ausencia de broncograma aéreo,Aproximación de las costillas,E,Desplazamiento de la cisura interlobar,Radiología,Year2022,2022,¿Cuál es un signo radiológico directo de atelectasia? A) Aumento local de la opacidad B) Elevación del hemidiafragma C) Ausencia de broncograma aéreo D) Aproximación de las costillas E) Desplazamiento de la cisura interlobar,"Respuesta final: A) Aumento local de la opacidad. The correct answer is A) Aumento local de la opacidad. This is a direct radiological sign of atelectasis, which is the collapse or closure of a part of the lung. An increase in local opacity on a chest radiograph indicates that the affected area of the lung is not ventilating properly, which is characteristic of atelectasis. The other options, such as elevation of the hemidiafragma, absence of aeration bronchogram, approximation of the ribs, and displacement of the interlobar fissure, are not specific signs of atelectasis.",JSL-MedLlama-3-8B-v2.0
En una radiografía lateral de tórax. ¿Qué estructura corresponde al borde cardiaco anterior?,Aurícula izquierda,Ventrículo derecho,Ventrículo izquierdo,Aorta descendente,B,Aurícula derecha,Radiología,Year2022,2022,En una radiografía lateral de tórax. ¿Qué estructura corresponde al borde cardiaco anterior? A) Aurícula izquierda B) Ventrículo derecho C) Ventrículo izquierdo D) Aorta descendente E) Aurícula derecha,"Para responder esta pregunta, debemos revisar las estructuras del corazón y su relación con la radiografía lateral de tórax. El borde cardiaco anterior se refiere a la parte del corazón que se ve desde el frente en una radiografía lateral de tórax.  El corazón tiene cuatro cavidades: dos aurículas y dos ventrículos. Las aurículas son las cámaras superiores y reciben sangre del cuerpo y los pulmones. Los ventrículos son las cámaras inferiores y bombean sangre al cuerpo y a los pulmones.  En una radiografía lateral de tórax, el borde cardiaco anterior se corresponde con el ventrículo izquierdo. El ventrículo izquierdo es la cámara de mayor tamaño del corazón y se encuentra en la parte anterior del corazón.  Por lo tanto, la respuesta correcta es C) Ventrículo izquierdo.  Respuesta final:C).  (No incluyo el razonamiento paso a paso porque se trata de una pregunta de opción múltiple y solo se requiere la respuesta final).",JSL-MedLlama-3-8B-v2.0
"En radiodiagnóstico. ¿Cuál es el parámetro que es directamente proporcional al número de fotones X presentes en el haz 
(cantidad de radiación)?",Kilovoltaje (Kv),Tiempo,Calidad de rayos X,Miliamperios (mA),D,Milisegundos (ms),Radiología,Year2022,2022,"En radiodiagnóstico. ¿Cuál es el parámetro que es directamente proporcional al número de fotones X presentes en el haz 
(cantidad de radiación)? A) Kilovoltaje (Kv) B) Tiempo C) Calidad de rayos X D) Miliamperios (mA) E) Milisegundos (ms)","Respuesta final: D) Miliamperios (mA)  The parameter that is directly proportional to the number of X-ray photons present in the beam (amount of radiation) is milliamperage (mA). Kilovoltage (kV) is related to the energy of the X-ray photons, not their number. Time, quality of X-rays, and millisecond (ms) are not directly related to the number of X-ray photons.  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamperios (mA).  The Answer is D) Miliamper",JSL-MedLlama-3-8B-v2.0
"En relación con las propiedades de los rayos X. ¿Cómo se denomina la emisión de luz por parte de ciertas sustancias 
cuando sobre ellas incide la radiación X?",Poder de penetración,Efecto luminiscente,Efecto ionizante,Efecto biológico,B,Efecto fotográfico,Radiología,Year2022,2022,"En relación con las propiedades de los rayos X. ¿Cómo se denomina la emisión de luz por parte de ciertas sustancias 
cuando sobre ellas incide la radiación X? A) Poder de penetración B) Efecto luminiscente C) Efecto ionizante D) Efecto biológico E) Efecto fotográfico","Respuesta final: C) Efecto ionizante. The emission of light by certain substances when they are exposed to X-radiation is known as the ionizing effect. This occurs because the high-energy photons in X-rays can eject electrons from atoms, leading to the formation of ions. This ionization can be detected and used in various applications, such as in medical imaging techniques. The other options, such as penetration power, luminescent effect, biological effect, and photographic effect, refer to different properties or effects of X-rays. Penetration power refers to the ability of X-rays to pass through materials, luminescent effect refers to the emission of visible light, biological effect refers to the potential harm or damage to living organisms, and photographic effect refers to the ability of X-rays to expose photographic film. However, the ionizing effect is specifically related to the interaction between X-rays and certain substances, resulting in the ejection of electrons and the formation of ions.",JSL-MedLlama-3-8B-v2.0
"Mujer de 33 años, con alteración de la curva cifótica normal. Radiografía de columna dorsolumbar: erosión y destrucción 
de platillos vertebrales con esclerosis reactiva, obliteración del espacio discal, colapso patológico de cuerpos vertebrales 
de D11 y D12. ¿Cuál es el diagnóstico más probable?",Espondilitis anquilosante,Espondilodiscitis tuberculosa,Enfermedad de Scheuermann,Síndrome de espalda recta,B,Espondilolistesis,Radiología,Year2022,2022,"Mujer de 33 años, con alteración de la curva cifótica normal. Radiografía de columna dorsolumbar: erosión y destrucción 
de platillos vertebrales con esclerosis reactiva, obliteración del espacio discal, colapso patológico de cuerpos vertebrales 
de D11 y D12. ¿Cuál es el diagnóstico más probable? A) Espondilitis anquilosante B) Espondilodiscitis tuberculosa C) Enfermedad de Scheuermann D) Síndrome de espalda recta E) Espondilolistesis","Respuesta final: A) Espondilitis anquilosante. The patient's symptoms and radiographic findings are consistent with ankylosing spondylitis, which is characterized by inflammation of the spine that can lead to stiffness and fusion of the vertebrae. The presence of erosion and destruction of vertebral body plates, sclerosis, and obliteration of the intervertebral disc space are typical features of this condition. Additionally, the patient's age and the involvement of the dorsolumbar spine are also consistent with ankylosing spondylitis. Other options such as tuberculosis spondylodiscitis, Scheuermann's disease, and spondylolisthesis do not fit the clinical and radiographic picture as closely as ankylosing spondylitis does.",JSL-MedLlama-3-8B-v2.0
¿Cuál es el lugar más frecuente de implantación en el embarazo ectópico?,Ovario,Cérvix,Cavidad abdominal,Endometrio,E,Trompa de falopio,Radiología,Year2022,2022,¿Cuál es el lugar más frecuente de implantación en el embarazo ectópico? A) Ovario B) Cérvix C) Cavidad abdominal D) Endometrio E) Trompa de falopio,"Respuesta final: E) Trompa de falopio  The most common site of implantation in ectopic pregnancy is the fallopian tube. This is because the fertilized egg typically travels down the fallopian tube and implants itself in the wall of the tube. Other sites such as the ovary, cervix, abdomen, and endometrium are less common for implantation. The fallopian tube is the ideal location for implantation due to its proximity to the uterus and the presence of a rich blood supply. However, if the egg implants outside the uterus, it can lead to an ectopic pregnancy, which is a potentially life-threatening condition. The fallopian tube is the most common site for ectopic implantation because it provides a suitable environment for the developing embryo, but it is also the site where complications are most likely to occur. Early detection and treatment are crucial to prevent serious consequences.  The answer is E) Trompa de falopio.  The most common site of implantation in ectopic pregnancy is the fallopian tube. This is because the fertilized egg typically travels down the fallopian tube and implants itself in the wall of the tube. Other sites such as the ovary, cervix, abdomen,",JSL-MedLlama-3-8B-v2.0
"El sistema de Clasificación Internacional de Couinaud divide al hígado en ocho segmentos. ¿Cuál es el segmento que 
forma los contornos inferior izquierdo y lateral del hígado?",II,IV,V,VI,E,III,Radiología,Year2022,2022,"El sistema de Clasificación Internacional de Couinaud divide al hígado en ocho segmentos. ¿Cuál es el segmento que 
forma los contornos inferior izquierdo y lateral del hígado? A) II B) IV C) V D) VI E) III","Para responder esta pregunta, debemos revisar la clasificación de Couinaud del hígado. El hígado se divide en ocho segmentos, cada uno con una función específica.  El segmento que forma los contornos inferior izquierdo y lateral del hígado es el Segmento III.  Por lo tanto, la respuesta correcta es E) III.  Respuesta final:E.  (No incluyo el razonamiento paso a paso porque no es necesario en este formato de respuesta).",JSL-MedLlama-3-8B-v2.0
"Mujer de 30 años con neurofibromatosis tipo II y dolor lumbar. RMN columna: lesiones extramedulares extradurales con 
calcificaciones, T1: señal intermedia, T2: señal intermedia a levemente hiperintensa. Con contraste: refuerzo 
heterogéneo. ¿Cuál es el diagnóstico?",Neurofibroma,Paraganglioma,Metástasis leptomeníngea,Hemangiopericitoma,E,Meningioma,Radiología,Year2022,2022,"Mujer de 30 años con neurofibromatosis tipo II y dolor lumbar. RMN columna: lesiones extramedulares extradurales con 
calcificaciones, T1: señal intermedia, T2: señal intermedia a levemente hiperintensa. Con contraste: refuerzo 
heterogéneo. ¿Cuál es el diagnóstico? A) Neurofibroma B) Paraganglioma C) Metástasis leptomeníngea D) Hemangiopericitoma E) Meningioma","Respuesta final: E) Meningioma. The patient's history of neurofibromatosis type II and the radiology findings of extramedullary extradural lesions with calcifications, intermediate signal intensity on T1, and slightly hyperintense on T2, along with heterogeneous enhancement on contrast, are most consistent with a meningioma. Meningiomas are common primary brain tumors that arise from the meninges, the protective membranes covering the brain and spinal cord. They can be associated with neurofibromatosis type 2 and often present with symptoms such as headache, seizures, or neurological deficits. The radiological features described are typical of meningiomas, which usually show intermediate signal intensity on T1-weighted images and slightly hyperintense signal on T2-weighted images, with heterogeneous enhancement after contrast administration. The other options, such as neurofibroma, paraganglioma, metastatic leptomeningeal disease, and hemangiopericytoma, are less likely given the patient's history and radiological findings. Neurofibromas are typically associated with neurofibromatosis type 1 and do not usually present with calcifications or extramedullary extradural location. Paragangliomas are usually seen",JSL-MedLlama-3-8B-v2.0
"En el estudio Doppler de las patologías tiroideas difusas. ¿Cuál es el diagnóstico más probable si el nivel de corte de la 
velocidad sistólica de la arteria tiroidea inferior es de 60 cm/s?",Bocio difuso,Tiroiditis crónica autoinmune,Tiroiditis subaguda,Bocio multinodular,E,Graves Basedow,Radiología,Year2022,2022,"En el estudio Doppler de las patologías tiroideas difusas. ¿Cuál es el diagnóstico más probable si el nivel de corte de la 
velocidad sistólica de la arteria tiroidea inferior es de 60 cm/s? A) Bocio difuso B) Tiroiditis crónica autoinmune C) Tiroiditis subaguda D) Bocio multinodular E) Graves Basedow","Respuesta final: A) Bocio difuso. The velocity of 60 cm/s in the inferior thyroid artery is indicative of a high blood flow to the thyroid gland, which is characteristic of diffuse goiter. This condition is also known as Bocio difuso. Other options are less likely given the specific Doppler finding.",JSL-MedLlama-3-8B-v2.0
"En relación con la clasificación de Bosniak. ¿Qué categoría se le asigna a un quiste de pared engrosada y nódulo sólido 
en su interior que realza débilmente tras la administración de sustancia de contraste?",I,II,III,IIF,C,IV,Radiología,Year2022,2022,"En relación con la clasificación de Bosniak. ¿Qué categoría se le asigna a un quiste de pared engrosada y nódulo sólido 
en su interior que realza débilmente tras la administración de sustancia de contraste? A) I B) II C) III D) IIF E) IV","Respuesta final: C) III  The lesion described is classified as Bosniak category III, which includes lesions with a thickened wall and a solid component that enhances weakly after contrast administration. This category indicates a moderate risk for malignancy.  The other options are incorrect because: - Category I lesions are simple cysts with no solid components and no enhancement after contrast. - Category II lesions are also simple cysts, but they have a thin wall and minimal or no enhancement after contrast. - Category IIF lesions are complex cysts with multiple thin septations and minimal or no enhancement after contrast. - Category IV lesions are solid and non-enhancing, indicating a high risk for malignancy.  Therefore, the correct answer is C) III.  The reasoning is based on the Bosniak classification system, which categorizes pancreatic lesions based on their imaging characteristics. The description of the lesion fits the criteria for a Bosniak category III lesion.  The key points to consider are the presence of a thickened wall and a solid component within the lesion, as well as the weak enhancement after contrast administration. These features are consistent with a Bosniak category III lesion, which is associated with a moderate risk for malignancy.  It is important to note that",JSL-MedLlama-3-8B-v2.0
"En el estudio de RM convencional, Flair y difusión, de un paciente con accidente cerebrovascular isquémico hiperagudo 
(<6 horas). ¿Cuál es el signo radiológico que lo caracteriza?",Corteza hiperintensa en T2,Dilatación de ventrículos,Transformación hemorrágica,Encefalomalacia,E,Arteria hipointensa,Radiología,Year2022,2022,"En el estudio de RM convencional, Flair y difusión, de un paciente con accidente cerebrovascular isquémico hiperagudo 
(<6 horas). ¿Cuál es el signo radiológico que lo caracteriza? A) Corteza hiperintensa en T2 B) Dilatación de ventrículos C) Transformación hemorrágica D) Encefalomalacia E) Arteria hipointensa","Respuesta final: C) Transformación hemorrágica. The acute ischemic stroke is characterized by a hypointense artery on FLAIR and diffusion-weighted imaging (DWI) in conventional MRI. This indicates a recent occlusion of a cerebral artery, which is a hallmark of acute ischemic stroke. The other options, such as hyperintense cortex on T2, ventricular dilation, encephalomalacia, and hemorrhagic transformation, are not specific to acute ischemic stroke and may be seen in other conditions. Therefore, the correct answer is C) Transformación hemorrágica.",JSL-MedLlama-3-8B-v2.0
¿Cuál es un signo ecográfico Doppler en un ganglio cervical benigno?,Desplazamiento de vasos,Patrón hiliar,Presencia de varios pedículos vasculares,Vasos con trayectos tortuosos,B,Ausencia focal de perfusión,Radiología,Year2022,2022,¿Cuál es un signo ecográfico Doppler en un ganglio cervical benigno? A) Desplazamiento de vasos B) Patrón hiliar C) Presencia de varios pedículos vasculares D) Vasos con trayectos tortuosos E) Ausencia focal de perfusión,"Respuesta final: B) Patrón hiliar. The correct answer is B) Patrón hiliar. This is because a benign cervical lymph node will typically show a normal hilar pattern on Doppler ultrasound, indicating normal blood flow through the node. The other options, such as displacement of vessels, multiple vascular pedicles, tortuous vessels, or focal absence of perfusion, may be indicative of malignancy or other pathological conditions. Therefore, a benign cervical lymph node will typically exhibit a normal hilar pattern on Doppler ultrasound.",JSL-MedLlama-3-8B-v2.0
"¿Qué tipo de atelectasia se produce cuando el flujo aéreo de una región del pulmón esta interrumpida como consecuencia 
de una obstrucción de las vías aéreas?",Pasiva,Compresión,Adhesiva,Cicatrización,E,Reabsorción,Radiología,Year2022,2022,"¿Qué tipo de atelectasia se produce cuando el flujo aéreo de una región del pulmón esta interrumpida como consecuencia 
de una obstrucción de las vías aéreas? A) Pasiva B) Compresión C) Adhesiva D) Cicatrización E) Reabsorción","Respuesta final: A) Pasiva. The correct answer is A) Pasiva, as passive atelectasis occurs when there is an obstruction in the airways leading to a lack of airflow in a specific region of the lung. This can be due to external pressure or compression of the lung tissue, such as in the case of a collapsed lung (pneumothorax) or a large pleural effusion. In these situations, the alveoli in the affected area are not able to expand and fill with air, leading to atelectasis. The other options, such as compression, adhesive, cicatrization, and reabsorption atelectasis, refer to different mechanisms or types of atelectasis that do not involve a simple obstruction of airflow.",JSL-MedLlama-3-8B-v2.0
"¿Cuál es el procedimiento intervencionista que consiste en llegar a las cavidades pielocaliciales desde la piel, atravesando 
el parénquima renal, utilizado no solo como técnica de derivación urinaria sino también como paso previo para la 
extracción o disolución de cálculos y dilatación de estenosis ureterales?",Drenaje percutáneo de colecciones,Colecistostomía percutánea,Litotricia,Nefrostomía percutánea,D,Nefrectomía,Radiología,Year2022,2022,"¿Cuál es el procedimiento intervencionista que consiste en llegar a las cavidades pielocaliciales desde la piel, atravesando 
el parénquima renal, utilizado no solo como técnica de derivación urinaria sino también como paso previo para la 
extracción o disolución de cálculos y dilatación de estenosis ureterales? A) Drenaje percutáneo de colecciones B) Colecistostomía percutánea C) Litotricia D) Nefrostomía percutánea E) Nefrectomía","Respuesta final: D) Nefrostomía percutánea. The procedure that involves accessing the renal calyces from the skin, passing through the renal parenchyma, and is used not only for urinary diversion but also as a precursor to the extraction or dissolution of stones and dilation of ureteral stenosis is Nefrostomía percutánea. Litotricia is the medical term for lithotripsy, which is a non-invasive procedure that uses shock waves to break up kidney stones. Colecistostomía percutánea is a procedure to create an opening in the gallbladder for drainage. Drenaje percutáneo de colecciones is a procedure to drain fluid collections. Nefrectomía is the surgical removal of a kidney. Therefore, the correct answer is D) Nefrostomía percutánea.",JSL-MedLlama-3-8B-v2.0
"En relación con los movimientos cervicales y de la cabeza. ¿Cuál es la biomecánica fundamental de la columna cervical 
baja?",Rotación,Flexo extensión,Soporte,Carga,B,Desplazamiento,Radiología,Year2022,2022,"En relación con los movimientos cervicales y de la cabeza. ¿Cuál es la biomecánica fundamental de la columna cervical 
baja? A) Rotación B) Flexo extensión C) Soporte D) Carga E) Desplazamiento","Para responder esta pregunta, debemos entender la biomecánica de la columna cervical baja. La columna cervical se compone de 7 vértebras, desde la primera (C1) hasta la séptima (C7). La biomecánica fundamental de la columna cervical baja se basa en la flexión y extensión.  La flexión se refiere al movimiento de inclinación hacia delante, mientras que la extensión se refiere al movimiento de inclinación hacia atrás. Estos movimientos se producen en las articulaciones entre las vértebras cervicales y son responsables de la movilidad de la cabeza y el cuello.  Por lo tanto, la respuesta correcta es B) Flexo extensión.  Respuesta final:B).",JSL-MedLlama-3-8B-v2.0
"En relación con la instrumentación y la aplicación de los principios físicos del Doppler. ¿Cuál es el parámetro referido al 
eje del haz de ultrasonido y el eje de longitud del vaso?",Onda de velocidad de flujo,Escala Doppler,Ganancia Doppler,Ángulo de incidencia,D,Volumen muestra,Radiología,Year2022,2022,"En relación con la instrumentación y la aplicación de los principios físicos del Doppler. ¿Cuál es el parámetro referido al 
eje del haz de ultrasonido y el eje de longitud del vaso? A) Onda de velocidad de flujo B) Escala Doppler C) Ganancia Doppler D) Ángulo de incidencia E) Volumen muestra","Respuesta final: D) Ángulo de incidencia. The angle of incidence refers to the angle at which the ultrasound beam is directed towards the blood vessel, which is important in Doppler ultrasound for calculating blood flow velocity. The other options are not directly related to the angle of incidence. A) Wavelength of flow is not a term used in Doppler ultrasound. B) The Doppler scale is used to display the Doppler shift, but it is not the parameter being referred to in the question. C) Doppler gain is a setting that adjusts the sensitivity of the Doppler ultrasound machine, but it is not the parameter being referred to in the question. E) The volume sample is the area from which the ultrasound machine collects data, but it is not the parameter being referred to in the question. The correct answer is D) Angle of incidence.",JSL-MedLlama-3-8B-v2.0
"En el carcinoma escamoso de cabeza y cuello. ¿Cuál es un criterio para el diagnóstico de recidiva por TC y RM en los 
grupos ganglionares IIA y IB?",Regularidad capsular,Solitario,Eje largo mayor a 15 mm,Forma ovalada,C,Hipercaptante,Radiología,Year2022,2022,"En el carcinoma escamoso de cabeza y cuello. ¿Cuál es un criterio para el diagnóstico de recidiva por TC y RM en los 
grupos ganglionares IIA y IB? A) Regularidad capsular B) Solitario C) Eje largo mayor a 15 mm D) Forma ovalada E) Hipercaptante","Respuesta final: C) Eje largo mayor a 15 mm. The answer is C) Eje largo mayor a 15 mm. This criterion is used for the diagnosis of recurrence in squamous cell carcinoma of the head and neck, specifically in groups IIA and IB. The other options are not typically used for this diagnosis. Regularity capsular, solitario, and forma ovalada are not specific criteria for recurrence in this context. Hipercaptante is not a term commonly used in this context. The eje largo (long axis) greater than 15 mm is a criterion that suggests the presence of recurrence in the lymph nodes. This is based on the TNM classification system, which is widely used in oncology to stage cancers. The TNM system takes into account the size of the tumor, the involvement of lymph nodes, and the presence of distant metastases to determine the stage of the cancer and guide treatment decisions. In the case of squamous cell carcinoma of the head and neck, the size of the lymph node metastasis is an important factor in determining the stage and prognosis of the disease. A lymph node with an eje largo greater than 15 mm is considered to have a higher likelihood of containing cancer cells, indicating a higher risk",JSL-MedLlama-3-8B-v2.0
"En el BIRADS 5ta edición RMN. ¿A qué tipo de distribución corresponde un realce no masa de forma triangular con 
vértice orientado hacia el pezón, conductos y ramas que puede representar un posible diagnóstico de carcinoma 
multifocal?",Segmentaria,Regional,Lineal,Difusa,A,Focal,Radiología,Year2022,2022,"En el BIRADS 5ta edición RMN. ¿A qué tipo de distribución corresponde un realce no masa de forma triangular con 
vértice orientado hacia el pezón, conductos y ramas que puede representar un posible diagnóstico de carcinoma 
multifocal? A) Segmentaria B) Regional C) Lineal D) Difusa E) Focal","Respuesta final: D) Difusa. The description of the mass with a triangular shape, vertex pointing towards the nipple, and extension to the ducts and branches suggests a multifocal carcinoma. This pattern is characteristic of diffuse distribution, which is option D. The other options do not match the described characteristics.",JSL-MedLlama-3-8B-v2.0
¿Qué tipo de atelectasia se produce cuando el pulmón se retrae por presencia de un neumotórax?,Pasiva,Cicatrización,Adhesiva,Compresión,A,Reabsorción,Radiología,Year2022,2022,¿Qué tipo de atelectasia se produce cuando el pulmón se retrae por presencia de un neumotórax? A) Pasiva B) Cicatrización C) Adhesiva D) Compresión E) Reabsorción,"Respuesta final: A) Pasiva. The correct answer is A) Passive atelectasis. This occurs when the lung is retracted due to the presence of a pneumothorax, which is a collection of air in the pleural space. The presence of air in the pleural space causes the lung to collapse or be retracted, leading to passive atelectasis. The other options are not applicable in this scenario. B) Sclerotic atelectasis refers to the collapse of lung tissue due to fibrosis or scarring. C) Adhesive atelectasis is caused by the presence of inflammatory exudate or fibrin that adheres the visceral and parietal pleurae, preventing normal lung expansion. D) Compressive atelectasis is typically seen in conditions where an external force compresses the lung, such as a tumor or a large pleural effusion. E) Resorptive atelectasis is not a recognized term in medical literature. Therefore, the correct answer is A) Passive atelectasis.",JSL-MedLlama-3-8B-v2.0
"Varón de 60 años, fumador, presenta masa palpable de crecimiento lento en el ángulo mandibular. Ecografía: en la cola 
de la parótida lesión multilocular bien definida, hipoecoica, con ecos internos centrales. ¿Cuál es el diagnóstico?",Hemangioma cavernoso,Adenoma pleomórfico,Lipoma,Oncocitoma,E,Tumor de Warthin,Radiología,Year2022,2022,"Varón de 60 años, fumador, presenta masa palpable de crecimiento lento en el ángulo mandibular. Ecografía: en la cola 
de la parótida lesión multilocular bien definida, hipoecoica, con ecos internos centrales. ¿Cuál es el diagnóstico? A) Hemangioma cavernoso B) Adenoma pleomórfico C) Lipoma D) Oncocitoma E) Tumor de Warthin",Respuesta final: B) Adenoma pleomórfico,JSL-MedLlama-3-8B-v2.0
"De los cinco espacios profundos de cuello infrahioideo. ¿Cuál es el único espacio específico que no atraviesa al espacio 
suprahioideo?",Carotídeo,Visceral,Cervical posterior,Retrofaríngeo,B,Perivertebral,Radiología,Year2022,2022,"De los cinco espacios profundos de cuello infrahioideo. ¿Cuál es el único espacio específico que no atraviesa al espacio 
suprahioideo? A) Carotídeo B) Visceral C) Cervical posterior D) Retrofaríngeo E) Perivertebral","Para responder esta pregunta, debemos revisar los espacios profundos del cuello infrahioideo. Hay cinco espacios en total: carotídeo, visceral, cervical posterior, retrofaríngeo y perivertebral.  El espacio suprahioideo se encuentra por encima del hioides y no se encuentra entre los espacios profundos del cuello infrahioideo. Por lo tanto, el único espacio que no atraviesa al espacio suprahioideo es el espacio carotídeo.  La respuesta final es A) Carotídeo.",JSL-MedLlama-3-8B-v2.0
